timestamp,product_id,view_index,image_type,source_url,assigned_prompt,fashn_job_id,status,output_local_path,output_cloudinary_url,error_message
2026-04-28T09:58:48.007981,W0743140A,1,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd386-dcda-7802-8a38-b23e97a8886d,failed,,,Job failed: ImageLoadError — Failed to load product image: HTTP error loading image from URL: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg. Error: 404 Client Error: Not Found for url: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A%20(1).jpg
2026-04-28T09:59:20.545660,W0743140A,2,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (2).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd387-0012-7e83-bf96-b933892fb1f2,completed,outputs\W0743140A\view_2.jpeg,,
2026-04-28T10:00:03.274453,W0743140A,3,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (3).jpeg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd387-7d32-7663-b832-57d10ab2b2fb,completed,outputs\W0743140A\view_3.jpeg,,
2026-04-28T10:02:41.271577,W0743140A,1,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38a-7057-7010-a06f-0bc6db6589c1,failed,,,Job failed: ImageLoadError — Failed to load product image: HTTP error loading image from URL: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg. Error: 404 Client Error: Not Found for url: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A%20(1).jpg
2026-04-28T10:03:03.399877,W0743140A,2,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (2).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38a-8c94-7cc1-af1b-4004e5b55a98,completed,outputs\W0743140A\view_2.jpeg,,
2026-04-28T10:03:45.969718,W0743140A,3,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (3).jpeg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38a-e4ae-7d10-8d65-9f386e5a23df,completed,outputs\W0743140A\view_3.jpeg,,
2026-04-28T10:06:02.368603,W0743140A,1,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38d-67e6-7be3-82bf-75c62a7b122c,failed,,,Job failed: ImageLoadError — Failed to load product image: HTTP error loading image from URL: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (1).jpg. Error: 404 Client Error: Not Found for url: https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A%20(1).jpg
2026-04-28T10:06:52.944103,W0743140A,2,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (2).jpg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38d-a30a-7673-8b19-71473211cfaf,completed,outputs\W0743140A\view_2.jpeg,,
2026-04-28T10:07:35.944106,W0743140A,3,product_only,https://oms.awl.lxcn.com/uploads/goods/W0743140A/W0743140A (3).jpeg,young woman mid-20s confident posture clean white studio seamless backdrop sharp catalog light,019dd38e-66ae-7573-8972-481e5bee86ff,completed,outputs\W0743140A\view_3.jpeg,,
2026-04-28T10:08:23.376952,W193E24B0022013,1,product_only,https://oms.awl.lxcn.com/uploads/goods/W193E24B0022013/W193E24B0022013 (1).jpg,young woman mid-20s relaxed stance white studio seamless backdrop even catalog lighting,019dd38f-203a-72b1-9656-9cb29895dd60,completed,outputs\W193E24B0022013\view_1.jpeg,,
2026-04-28T10:09:15.018852,W193E24B0022013,2,product_only,https://oms.awl.lxcn.com/uploads/goods/W193E24B0022013/W193E24B0022013 (2).jpg,young woman mid-20s relaxed stance white studio seamless backdrop even catalog lighting,019dd38f-cb34-7540-9c99-126afedcfff2,completed,outputs\W193E24B0022013\view_2.jpeg,,
2026-04-28T10:09:47.165191,W193E24B0022013,3,product_only,https://oms.awl.lxcn.com/uploads/goods/W193E24B0022013/W193E24B0022013 (3).jpg,young woman mid-20s relaxed stance white studio seamless backdrop even catalog lighting,019dd390-9a3d-7082-8791-a96af57a5add,completed,outputs\W193E24B0022013\view_3.jpeg,,
2026-04-28T10:10:29.894968,901869922063Grey,1,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01QD1cEw1OliZdkngC5_!!3166701746-0-cib.jpg,woman late-20s natural expression soft natural light minimal lifestyle backdrop,019dd391-1aaa-77a3-9139-877036181ef4,completed,outputs\901869922063Grey\view_1.jpeg,,
2026-04-28T10:11:18.857331,901869922063Grey,2,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01976dae1OliZc4UGeo_!!3166701746-0-cib.jpg,woman late-20s natural expression soft natural light minimal lifestyle backdrop,019dd391-b1d7-7232-ade8-6780985ea478,completed,outputs\901869922063Grey\view_2.jpeg,,
2026-04-28T10:12:00.580458,901869922063Grey,3,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01BCsxHd1OliZftK1I1_!!3166701746-0-cib.jpg,woman late-20s natural expression soft natural light minimal lifestyle backdrop,019dd392-6d61-7b20-b471-f218e9a328f1,completed,outputs\901869922063Grey\view_3.jpeg,,
2026-04-28T10:12:53.633853,913754391304Beige,1,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01EsSoq425owqrkusuE_!!2215059867574-0-cib.jpg,woman late-20s effortless posture soft diffused natural light clean lifestyle setting,019dd393-25c8-7980-89ce-48f411a11b2a,completed,outputs\913754391304Beige\view_1.jpeg,,
2026-04-28T10:13:16.200206,913754391304Beige,2,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01XxKZ8O25owqsx8AHE_!!2215059867574-0-cib.jpg,woman late-20s effortless posture soft diffused natural light clean lifestyle setting,019dd393-e049-75b3-8566-1d1ef035a998,completed,outputs\913754391304Beige\view_2.jpeg,,
2026-04-28T10:13:44.829886,913754391304Beige,3,product_only,https://cbu01.alicdn.com/img/ibank/O1CN010gEP3j25owqv7HL1E_!!2215059867574-0-cib.jpg,woman late-20s effortless posture soft diffused natural light clean lifestyle setting,019dd394-3c20-71f1-bb07-40aa0f194e2a,completed,outputs\913754391304Beige\view_3.jpeg,,
2026-04-28T10:14:09.457791,921526678289Black,1,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01McivUp1T66gEqOgIB_!!2219414722332-0-cib.jpg,woman early-30s polished look warm-toned studio neutral grey backdrop editorial catalog feel,019dd394-b5ca-7fd0-9807-9da7773fa818,completed,outputs\921526678289Black\view_1.jpeg,,
2026-04-28T10:14:51.168101,921526678289Black,2,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01McivUp1T66gEqOgIB_!!2219414722332-0-cib.jpg,woman early-30s polished look warm-toned studio neutral grey backdrop editorial catalog feel,019dd395-0cc7-7383-b4d8-023b5d6dbcb9,completed,outputs\921526678289Black\view_2.jpeg,,
2026-04-28T10:15:15.489906,1030404312108White,1,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01mPsMlQ1Ceb6riRwuH_!!2222103190106-0-cib.jpg,woman early-30s smart casual energy warm studio light neutral backdrop clean fashion catalog,019dd395-b39f-7ca2-9bbf-4c8b602bb24f,completed,outputs\1030404312108White\view_1.jpeg,,
2026-04-28T10:16:00.838978,1030404312108White,2,product_only,https://cbu01.alicdn.com/img/ibank/O1CN01u7ahEi1Ceb6rkaM9P_!!2222103190106-0-cib.jpg,woman early-30s smart casual energy warm studio light neutral backdrop clean fashion catalog,019dd396-0c94-71e0-8bde-ff726307a56b,completed,outputs\1030404312108White\view_2.jpeg,,
